set,len,2,cd,0.485,td,0.222
set,len,2,cd,0.485,td,0.222
set,len,2,cd,0.485,td,0.222
set,len,2,cd,0.498,td,0.235
set,len,2,cd,0.485,td,0.222
set,len,2,cd,0.498,td,0.235
set,len,2,cd,0.485,td,0.222
set,len,2,cd,0.485,td,0.222
set,len,2,cd,0.485,td,0.222
set,len,2,cd,0.438,td,0.171
